id,type,amount,date,currency
10546,Purchase,6185.31,2021-11-12,AUD
10547,Refund,4419.87,2019-10-19,JPY
10548,Purchase,392.13,2024-01-12,AUD
10549,Purchase,6359.89,2023-03-16,EUR
10550,Payment,355.65,2019-10-02,GBP
10551,Purchase,6838.07,2023-05-19,GBP
10552,Sale,2877.35,2023-06-20,USD
10553,Sale,795.22,2020-09-23,GBP
10554,Payment,7737.78,2020-08-24,EUR
10555,Sale,5901.64,2021-05-05,USD
10556,Payment,5290.18,2021-07-23,EUR
10557,Payment,8880.57,2019-08-29,AUD
10558,Purchase,8231.46,2021-02-04,JPY
10559,Purchase,6212.82,2024-03-30,EUR
10560,Refund,8860.18,2021-04-29,USD
10561,Payment,1049.52,2022-11-11,AUD
10562,Refund,1203.63,2024-06-17,GBP
10563,Refund,5261.6,2023-07-14,USD
10564,Payment,9388.52,2020-11-07,USD
10565,Payment,59.42,2020-11-12,AUD
10566,Sale,803.31,2024-07-08,AUD
10567,Payment,919.54,2023-06-05,GBP
10568,Payment,9050.59,2022-09-16,EUR
10569,Purchase,4042.04,2019-09-09,AUD
10570,Payment,875.55,2021-12-15,GBP
10571,Refund,1741.73,2022-08-20,GBP
10572,Sale,9242.17,2023-03-07,USD
10573,Sale,6552.59,2022-03-31,EUR
10574,Refund,9668.42,2020-12-03,USD
10575,Payment,7739.52,2024-07-25,USD
10576,Payment,5531.42,2021-12-26,EUR
10577,Purchase,2856.74,2023-10-29,GBP
10578,Refund,2560.91,2020-03-12,JPY
10579,Purchase,3430.81,2021-08-16,EUR
10580,Refund,2686.06,2020-05-11,GBP
10581,Sale,9083.66,2020-06-29,GBP
10582,Refund,6498.07,2022-08-31,JPY
10583,Refund,1509.64,2023-10-16,JPY
10584,Sale,9085.81,2021-02-23,AUD
10585,Purchase,1111.78,2021-09-28,JPY
10586,Sale,5184.36,2022-05-22,EUR
10587,Payment,1735.02,2020-06-15,USD
10588,Sale,6022.36,2023-03-10,GBP
10589,Sale,813.4,2019-11-10,AUD
10590,Refund,3053.36,2022-11-17,USD
10591,Refund,7755.82,2022-07-26,EUR
10592,Refund,6931.61,2023-07-10,EUR
10593,Sale,6196.44,2020-03-23,EUR
10594,Payment,3919.51,2022-09-11,USD
10595,Purchase,1516.28,2021-04-07,EUR
10596,Sale,3928.07,2021-05-12,GBP
10597,Sale,4402.87,2024-07-13,USD
10598,Sale,431.58,2023-04-07,AUD
10599,Purchase,6204.7,2023-03-16,JPY
10600,Sale,7795.13,2020-03-15,JPY
10601,Refund,9426.72,2022-07-22,AUD
10602,Purchase,6222.41,2021-11-04,AUD
10603,Purchase,6842.57,2023-08-09,USD
10604,Refund,3587.54,2023-08-08,GBP
10605,Payment,2314.23,2021-02-14,GBP
10606,Refund,5971.57,2024-03-08,AUD
10607,Sale,321.5,2019-12-05,GBP
10608,Payment,5722.26,2023-10-16,USD
10609,Refund,8062.62,2021-10-26,GBP
10610,Sale,3879.12,2023-11-23,EUR
10611,Sale,6022.86,2023-06-01,USD
10612,Payment,1739.0,2020-07-20,GBP
10613,Payment,1080.14,2020-09-17,EUR
10614,Sale,662.84,2021-01-19,AUD
10615,Refund,5103.67,2020-02-13,GBP
10616,Purchase,2612.72,2023-12-20,USD
10617,Refund,9098.65,2020-11-06,EUR
10618,Payment,8494.47,2024-02-17,USD
10619,Payment,9344.86,2022-02-15,JPY
10620,Refund,954.66,2020-11-11,AUD
10621,Sale,1583.98,2021-03-17,GBP
10622,Purchase,8135.45,2024-03-04,JPY
10623,Sale,2807.79,2020-04-24,EUR
10624,Sale,537.56,2023-04-20,AUD
10625,Refund,3725.36,2022-01-24,USD
10626,Sale,7984.65,2023-09-01,JPY
10627,Sale,8262.58,2021-09-09,AUD
10628,Refund,7632.06,2020-10-03,AUD
10629,Sale,8981.04,2021-01-24,EUR
10630,Payment,1565.21,2023-02-17,GBP
10631,Sale,407.22,2023-04-19,AUD
10632,Sale,3750.1,2019-11-18,GBP
10633,Purchase,4381.58,2024-06-13,JPY
10634,Payment,8847.26,2021-03-25,JPY
10635,Payment,812.99,2022-10-31,GBP
10636,Purchase,1588.49,2024-01-21,AUD
10637,Sale,8833.46,2020-11-03,EUR
10638,Purchase,752.11,2020-01-10,JPY
10639,Sale,5292.24,2022-12-24,USD
10640,Payment,984.7,2020-07-14,USD
10641,Payment,3365.56,2021-05-11,AUD
10642,Purchase,1726.52,2024-04-24,USD
10643,Payment,6368.35,2021-08-14,EUR
10644,Sale,584.38,2023-03-23,JPY
10645,Purchase,8552.18,2022-02-19,AUD
10646,Purchase,4225.0,2021-10-27,GBP
10647,Sale,7436.72,2023-06-04,JPY
10648,Refund,399.81,2023-03-26,GBP
10649,Payment,8112.99,2023-05-25,GBP
10650,Refund,9138.4,2021-05-05,AUD
10651,Refund,7914.84,2022-11-16,AUD
10652,Sale,7707.44,2024-02-23,AUD
10653,Payment,7214.34,2021-05-30,AUD
10654,Sale,9657.71,2024-06-29,JPY
10655,Payment,688.41,2020-10-24,JPY
10656,Payment,8180.11,2020-10-15,USD
10657,Refund,4408.09,2021-03-31,GBP
10658,Purchase,4322.78,2019-12-20,EUR
10659,Refund,2980.03,2024-06-02,USD
10660,Refund,9917.28,2020-03-09,USD
10661,Purchase,3793.33,2022-12-23,AUD
10662,Sale,1814.51,2021-12-16,AUD
10663,Refund,5154.38,2024-03-03,USD
10664,Refund,7832.94,2023-04-07,AUD
10665,Payment,1404.34,2024-04-02,JPY
10666,Purchase,3414.87,2020-01-15,EUR
10667,Purchase,4572.09,2021-09-17,AUD
10668,Payment,5214.86,2022-11-16,JPY
10669,Sale,3560.2,2023-06-28,USD
10670,Payment,4087.08,2021-11-12,USD
10671,Sale,9956.63,2023-08-26,EUR
10672,Sale,6709.88,2023-07-12,EUR
10673,Sale,3446.08,2023-03-24,JPY
10674,Sale,6400.47,2022-01-20,JPY
10675,Purchase,9607.09,2022-11-27,EUR
10676,Purchase,7560.19,2022-11-19,USD
10677,Refund,539.82,2024-02-12,GBP
10678,Refund,1852.39,2023-08-27,EUR
10679,Purchase,811.97,2020-02-08,GBP
10680,Sale,6875.69,2020-06-11,USD
10681,Sale,8592.95,2021-08-25,USD
10682,Payment,8131.53,2022-03-01,AUD
10683,Sale,3863.52,2020-10-14,AUD
10684,Payment,9620.06,2023-04-24,AUD
10685,Refund,8483.24,2022-09-13,AUD
10686,Sale,4866.0,2020-03-20,JPY
10687,Sale,6620.94,2021-02-12,JPY
10688,Payment,2480.59,2020-04-23,EUR
10689,Sale,1159.22,2019-11-25,AUD
10690,Sale,571.85,2022-05-29,GBP
10691,Refund,1600.92,2021-07-15,GBP
10692,Payment,6578.67,2023-12-26,EUR
10693,Payment,9751.88,2020-05-24,GBP
10694,Purchase,7258.44,2023-06-30,JPY
10695,Sale,1641.65,2021-03-20,GBP
10696,Purchase,9225.88,2019-09-09,JPY
10697,Sale,9012.45,2022-05-22,JPY
10698,Purchase,6961.12,2019-08-25,EUR
10699,Payment,7418.49,2020-09-15,EUR
10700,Payment,3906.92,2021-10-15,GBP
10701,Sale,230.49,2023-10-09,USD
10702,Refund,602.82,2020-11-03,EUR
10703,Payment,9699.42,2019-12-13,EUR
10704,Sale,6091.96,2021-04-13,GBP
10705,Purchase,5177.57,2022-03-31,USD
10706,Purchase,449.66,2022-01-22,AUD
10707,Refund,7193.63,2020-11-18,GBP
10708,Purchase,6171.13,2023-12-26,EUR
10709,Purchase,5951.79,2022-02-14,EUR
10710,Purchase,7760.61,2021-12-25,AUD
10711,Sale,6946.39,2023-10-31,JPY
10712,Refund,9890.96,2023-11-12,AUD
10713,Refund,8980.25,2020-12-05,USD
10714,Payment,2995.94,2022-06-12,USD
10715,Sale,118.78,2021-09-23,USD
10716,Sale,7164.21,2021-09-19,AUD
10717,Sale,8687.39,2020-03-20,JPY
10718,Payment,9900.28,2021-02-24,USD
10719,Sale,206.3,2019-11-05,EUR
10720,Refund,9039.82,2020-03-08,GBP
10721,Payment,272.54,2023-10-30,USD
10722,Payment,6987.91,2024-07-09,AUD
10723,Payment,3764.66,2024-01-27,USD
10724,Purchase,7089.24,2021-01-14,USD
10725,Payment,9181.35,2020-09-11,AUD
10726,Refund,7971.82,2021-01-02,JPY
10727,Sale,6937.92,2022-04-15,AUD
10728,Purchase,8236.53,2022-03-23,USD
10729,Refund,7106.7,2020-04-28,GBP
10730,Refund,2387.95,2020-11-02,GBP
10731,Purchase,6081.87,2022-09-27,AUD
10732,Sale,229.46,2023-08-11,USD
10733,Payment,411.62,2020-09-09,GBP
10734,Payment,8318.39,2023-05-17,EUR
10735,Sale,7806.11,2020-02-10,GBP
10736,Payment,7005.32,2024-04-01,EUR
10737,Sale,5326.55,2022-07-05,USD
10738,Purchase,5230.35,2023-06-25,EUR
10739,Payment,4339.22,2020-10-24,EUR
10740,Payment,9431.96,2022-04-05,GBP
10741,Payment,8852.35,2019-12-18,JPY
10742,Payment,241.08,2022-08-18,AUD
10743,Payment,9497.32,2023-06-13,EUR
10744,Sale,1500.38,2022-04-03,AUD
10745,Payment,9221.51,2024-01-04,AUD
10746,Payment,4962.27,2020-01-12,EUR
10747,Purchase,7585.14,2022-10-23,USD
10748,Refund,4882.22,2022-03-11,USD
10749,Refund,2749.53,2021-02-27,GBP
10750,Sale,9079.93,2020-03-29,EUR
10751,Refund,7364.35,2022-11-07,GBP
10752,Payment,1137.64,2024-01-10,EUR
10753,Purchase,7888.98,2021-01-23,GBP
10754,Sale,4772.72,2022-07-24,AUD
10755,Refund,4666.91,2019-11-01,GBP
10756,Refund,880.17,2020-01-27,AUD
10757,Payment,9261.93,2020-01-24,GBP
10758,Sale,285.29,2023-05-13,EUR
10759,Payment,8181.48,2024-03-14,GBP
10760,Refund,4082.67,2022-05-11,USD
10761,Purchase,6031.14,2021-05-15,JPY
10762,Purchase,7313.15,2023-08-18,JPY
10763,Payment,7780.58,2024-03-31,JPY
10764,Purchase,1733.2,2020-06-10,GBP
10765,Refund,543.17,2023-08-07,JPY
10766,Payment,4192.28,2020-01-19,EUR
10767,Refund,1753.76,2019-07-31,EUR
10768,Purchase,491.95,2019-11-23,EUR
10769,Sale,6256.88,2020-10-17,EUR
10770,Payment,9400.59,2023-08-18,GBP
10771,Sale,2263.89,2020-01-31,USD
10772,Payment,3107.41,2023-01-17,EUR
10773,Refund,7849.26,2021-01-30,GBP
10774,Purchase,2498.03,2020-12-13,GBP
10775,Purchase,896.86,2019-11-01,EUR
10776,Refund,4497.49,2021-10-21,JPY
10777,Purchase,1041.84,2022-04-15,GBP
10778,Refund,2723.76,2023-11-02,EUR
10779,Refund,2114.61,2020-05-23,USD
10780,Purchase,6706.33,2021-01-27,USD
10781,Payment,3426.66,2024-02-23,EUR
10782,Purchase,6472.11,2021-12-18,GBP
10783,Payment,2699.03,2020-09-28,AUD
10784,Sale,239.27,2023-02-02,AUD
10785,Sale,7040.12,2024-05-06,USD
10786,Refund,3398.08,2023-11-17,EUR
10787,Sale,8862.81,2021-04-19,USD
10788,Payment,3224.88,2019-09-14,AUD
10789,Payment,4296.82,2023-12-06,USD
10790,Payment,9403.26,2021-11-21,JPY
10791,Sale,315.96,2021-08-14,GBP
10792,Sale,7009.75,2021-12-21,JPY
10793,Refund,9171.39,2020-05-30,JPY
10794,Payment,3324.15,2021-03-26,EUR
10795,Refund,3517.41,2021-07-20,USD
10796,Payment,64.06,2023-01-31,USD
10797,Purchase,1060.87,2024-04-06,AUD
10798,Sale,5778.81,2023-05-27,USD
10799,Payment,2739.14,2021-05-09,USD
10800,Payment,7087.36,2022-06-16,JPY
10801,Payment,4605.93,2020-12-06,AUD
10802,Purchase,1498.79,2020-02-19,USD
10803,Payment,872.47,2020-06-18,JPY
10804,Refund,8410.02,2020-08-14,USD
10805,Payment,7294.23,2024-06-14,JPY
10806,Payment,8750.91,2020-12-22,GBP
10807,Purchase,3332.64,2021-02-10,GBP
10808,Sale,5747.03,2024-06-09,JPY
10809,Sale,9560.34,2020-08-01,GBP
10810,Refund,6073.55,2021-08-07,USD
10811,Sale,3954.43,2022-08-14,GBP
10812,Refund,6472.41,2021-02-21,AUD
10813,Purchase,7244.73,2020-08-02,AUD
10814,Refund,7783.42,2020-10-05,EUR
10815,Payment,457.77,2023-11-09,USD
10816,Refund,6873.43,2022-09-16,AUD
10817,Sale,7329.62,2020-09-20,USD
10818,Sale,7733.29,2022-09-07,USD
10819,Refund,3056.17,2022-04-06,JPY
10820,Purchase,7323.94,2020-03-04,JPY
10821,Sale,2568.56,2021-05-11,AUD
10822,Refund,8778.28,2020-03-09,AUD
10823,Sale,9298.95,2023-02-17,AUD
10824,Payment,3201.51,2022-03-27,AUD
10825,Sale,7608.62,2024-07-19,GBP
10826,Purchase,5023.57,2021-08-26,USD
10827,Purchase,7589.43,2020-07-17,AUD
10828,Purchase,9023.74,2024-01-31,JPY
10829,Payment,161.29,2019-08-22,AUD
10830,Purchase,9094.76,2020-09-11,GBP
10831,Purchase,3131.16,2020-01-26,AUD
10832,Refund,1908.43,2020-07-19,EUR
10833,Sale,9631.07,2020-12-03,JPY
10834,Payment,1447.23,2022-11-28,GBP
10835,Purchase,1631.45,2024-01-31,AUD
10836,Purchase,7638.68,2020-05-27,GBP
10837,Purchase,7665.84,2022-11-28,AUD
10838,Sale,1128.68,2022-10-09,JPY
10839,Refund,4853.51,2019-12-07,JPY
10840,Refund,9815.97,2020-01-03,EUR
10841,Payment,5056.87,2022-05-16,AUD
10842,Purchase,9148.84,2020-08-17,USD
10843,Purchase,8692.55,2023-04-07,GBP
10844,Sale,3404.63,2024-04-27,USD
10845,Refund,2354.92,2024-01-19,AUD
10846,Purchase,7425.65,2022-10-27,EUR
10847,Payment,247.43,2022-10-07,AUD
10848,Purchase,6964.23,2024-03-23,USD
10849,Refund,1744.37,2024-04-13,USD
10850,Payment,8373.48,2022-11-21,JPY
10851,Payment,9004.67,2020-08-01,GBP
10852,Payment,9754.88,2021-10-16,EUR
10853,Refund,9471.39,2021-08-29,AUD
10854,Refund,6253.01,2021-08-20,AUD
10855,Sale,1292.56,2021-05-16,GBP
10856,Refund,1834.95,2021-08-01,EUR
10857,Payment,6255.42,2020-04-18,JPY
10858,Purchase,3097.48,2023-07-30,JPY
10859,Refund,4911.13,2020-10-24,JPY
10860,Sale,6217.95,2021-06-30,AUD
10861,Payment,4422.65,2022-07-08,GBP
10862,Payment,1922.75,2020-01-26,EUR
10863,Sale,1449.56,2021-12-14,USD
10864,Payment,7482.59,2023-08-26,USD
10865,Sale,6358.14,2019-08-18,USD
10866,Sale,1112.37,2023-03-20,AUD
10867,Sale,2006.0,2020-11-18,AUD
10868,Payment,9002.52,2021-10-15,USD
10869,Sale,2254.3,2021-04-15,GBP
10870,Refund,2733.93,2020-06-22,AUD
10871,Sale,3730.38,2020-09-16,USD
10872,Sale,2128.61,2019-09-22,AUD
10873,Payment,2099.87,2021-05-26,JPY
10874,Purchase,404.36,2021-05-31,EUR
10875,Payment,9874.3,2021-08-07,JPY
10876,Sale,4463.59,2023-03-20,USD
10877,Refund,3582.78,2021-11-12,GBP
10878,Refund,7754.65,2024-04-03,USD
10879,Sale,4402.91,2020-06-11,GBP
10880,Payment,1681.21,2022-11-28,AUD
10881,Refund,7801.28,2022-03-29,EUR
10882,Refund,6698.31,2021-04-26,AUD
10883,Payment,8746.1,2022-05-20,JPY
10884,Refund,9468.71,2023-01-17,USD
10885,Purchase,8273.74,2022-11-05,GBP
10886,Purchase,4181.92,2021-11-30,GBP
10887,Purchase,1724.8,2019-08-12,USD
10888,Payment,7207.08,2023-01-22,AUD
10889,Purchase,7380.62,2022-10-08,USD
10890,Payment,4755.96,2023-06-25,GBP
10891,Refund,9249.18,2019-10-02,JPY
10892,Purchase,2255.6,2023-06-19,GBP
10893,Sale,5358.19,2019-08-16,AUD
10894,Payment,1190.5,2022-01-28,AUD
10895,Refund,5721.74,2023-05-22,EUR
10896,Sale,6788.02,2022-03-22,JPY
10897,Sale,3463.66,2021-07-15,JPY
10898,Payment,770.05,2021-08-17,AUD
10899,Payment,7563.55,2020-05-27,AUD
10900,Refund,2726.76,2021-08-14,GBP
10901,Purchase,4110.79,2020-03-11,USD
10902,Sale,1305.73,2022-06-18,USD
10903,Sale,7298.0,2020-04-26,USD
10904,Refund,2398.02,2020-02-15,EUR
10905,Sale,167.89,2023-04-18,EUR
10906,Sale,8699.99,2021-08-18,JPY
10907,Payment,4359.38,2022-08-06,GBP
10908,Sale,5365.01,2023-09-25,AUD
10909,Sale,1047.54,2021-11-14,GBP
10910,Sale,4015.06,2019-08-08,EUR
10911,Sale,351.7,2021-09-10,JPY
10912,Payment,5418.05,2020-03-03,AUD
10913,Purchase,974.49,2023-01-27,EUR
10914,Sale,3155.2,2020-08-18,AUD
10915,Purchase,4592.49,2019-11-17,JPY
10916,Purchase,5863.11,2023-01-19,EUR
10917,Sale,7786.92,2019-08-26,AUD
10918,Sale,707.91,2021-10-06,USD
10919,Refund,9923.07,2019-09-26,JPY
10920,Payment,7164.97,2022-05-29,GBP
10921,Payment,4218.59,2024-01-10,GBP
10922,Purchase,1667.48,2020-05-24,GBP
10923,Payment,3082.29,2020-04-19,USD
10924,Purchase,848.28,2022-08-24,GBP
10925,Sale,8057.86,2024-07-22,EUR
10926,Refund,4263.68,2021-07-03,USD
10927,Payment,9917.41,2023-03-16,AUD
10928,Refund,5468.46,2020-11-05,USD
10929,Purchase,1607.19,2022-04-03,EUR
10930,Refund,642.53,2021-07-09,AUD
10931,Sale,8982.89,2021-03-18,AUD
10932,Purchase,4723.75,2020-05-05,GBP
10933,Payment,5116.04,2020-05-02,USD
10934,Sale,5493.9,2022-06-06,AUD
10935,Refund,1381.57,2020-05-13,USD
10936,Refund,7063.37,2022-02-18,JPY
10937,Sale,2134.88,2020-09-11,EUR
10938,Refund,4949.5,2024-07-06,EUR
10939,Payment,8357.77,2023-01-24,GBP
10940,Refund,8973.88,2023-03-20,EUR
10941,Payment,9155.34,2022-11-01,JPY
10942,Purchase,7654.32,2024-04-13,AUD
10943,Sale,585.3,2019-12-13,JPY
10944,Sale,9072.69,2022-04-26,GBP
10945,Sale,1457.89,2020-09-19,EUR
10946,Purchase,7065.98,2022-10-08,GBP
10947,Sale,316.18,2023-09-17,JPY
10948,Payment,2582.9,2022-11-09,USD
10949,Sale,5143.08,2023-03-11,JPY
10950,Refund,9021.28,2024-06-11,EUR
10951,Sale,4124.22,2021-12-30,GBP
10952,Refund,7309.72,2022-02-14,USD
10953,Refund,574.53,2022-12-27,USD
10954,Sale,7731.62,2023-08-03,USD
10955,Payment,42.87,2020-10-31,EUR
10956,Refund,8883.19,2019-10-31,AUD
10957,Purchase,386.46,2024-03-18,USD
10958,Sale,3565.9,2023-04-13,USD
10959,Purchase,97.1,2022-11-04,GBP
10960,Sale,2171.42,2023-02-15,AUD
10961,Sale,382.68,2024-05-24,GBP
10962,Payment,8743.11,2024-02-26,GBP
10963,Purchase,9650.71,2022-05-06,AUD
10964,Refund,9900.58,2019-12-07,JPY
10965,Sale,1826.56,2022-01-29,EUR
10966,Purchase,5105.75,2021-10-16,USD
10967,Refund,5593.1,2022-10-15,EUR
10968,Sale,6988.82,2020-11-20,AUD
10969,Refund,6493.1,2024-05-23,AUD
10970,Purchase,8648.21,2024-04-10,AUD
10971,Payment,1787.18,2023-03-07,GBP
10972,Refund,3462.85,2024-03-10,JPY
10973,Sale,7437.01,2021-07-14,USD
10974,Purchase,216.87,2020-08-22,AUD
10975,Purchase,5860.06,2021-11-29,EUR
10976,Payment,4365.04,2020-12-22,JPY
10977,Refund,8797.28,2023-09-15,JPY
10978,Refund,9034.15,2021-01-09,USD
10979,Payment,2752.17,2021-05-16,EUR
10980,Sale,715.6,2022-08-02,GBP
10981,Sale,2553.76,2022-03-19,GBP
10982,Payment,9510.41,2022-11-18,AUD
10983,Sale,4448.97,2023-04-07,JPY
10984,Purchase,2299.97,2022-04-18,EUR
10985,Payment,7769.7,2023-03-01,USD
10986,Refund,7160.67,2024-04-30,EUR
10987,Sale,599.45,2023-12-14,USD
10988,Sale,8396.34,2021-02-11,AUD
10989,Payment,7892.17,2021-10-04,EUR
10990,Refund,3924.09,2020-12-20,USD
10991,Payment,4722.71,2019-10-20,AUD
10992,Refund,1985.12,2022-03-08,USD
10993,Purchase,6005.02,2021-01-06,JPY
10994,Payment,5456.44,2023-10-14,EUR
10995,Payment,6122.71,2020-09-19,AUD
10996,Payment,5283.27,2021-12-29,EUR
10997,Payment,2963.47,2023-12-05,AUD
10998,Sale,1635.84,2022-11-22,USD
10999,Payment,9252.85,2023-02-11,EUR
11000,Purchase,7595.76,2023-08-25,EUR
11001,Sale,2651.9,2020-05-07,GBP
11002,Sale,4398.23,2020-05-21,USD
11003,Payment,6375.13,2023-06-23,EUR
11004,Payment,6859.93,2023-05-16,JPY
11005,Payment,7202.66,2021-10-12,JPY
11006,Purchase,8685.36,2021-02-13,EUR
11007,Sale,4015.7,2024-05-16,AUD
11008,Payment,421.45,2023-12-03,USD
11009,Purchase,8271.51,2020-07-13,USD
11010,Sale,2585.68,2021-06-27,EUR
11011,Refund,1487.03,2020-06-22,EUR
11012,Purchase,1565.5,2021-05-07,JPY
11013,Purchase,2113.62,2020-05-23,GBP
11014,Refund,7867.99,2021-05-14,JPY
11015,Purchase,9344.05,2023-02-24,AUD
11016,Payment,3676.8,2021-02-13,USD
11017,Payment,6532.1,2020-05-03,GBP
11018,Payment,8762.51,2020-03-27,USD
11019,Payment,3307.27,2022-09-08,EUR
11020,Purchase,4294.55,2021-12-05,GBP
11021,Purchase,4928.6,2024-02-20,JPY
11022,Refund,8728.89,2022-12-15,JPY
11023,Refund,5016.86,2021-05-20,AUD
11024,Purchase,5770.49,2022-05-21,JPY
11025,Purchase,356.85,2021-03-22,GBP
11026,Refund,8258.96,2021-03-14,JPY
11027,Payment,5414.78,2020-04-21,EUR
11028,Refund,2983.28,2021-05-22,EUR
11029,Sale,5282.96,2022-12-18,GBP
11030,Purchase,5128.17,2022-12-06,EUR
11031,Refund,8891.11,2021-01-19,GBP
11032,Purchase,3108.61,2023-03-15,AUD
11033,Purchase,5778.64,2021-04-06,EUR
11034,Sale,9075.57,2023-06-28,EUR
11035,Payment,1171.6,2024-05-07,EUR
11036,Purchase,2577.16,2021-08-11,USD
11037,Refund,2749.09,2019-09-15,USD
11038,Refund,2456.85,2021-06-28,EUR
11039,Refund,7905.88,2021-07-15,EUR
11040,Refund,5173.45,2022-07-07,USD
11041,Refund,287.87,2021-04-29,JPY
11042,Sale,9898.75,2020-06-17,JPY
11043,Sale,966.8,2023-05-17,USD
11044,Payment,5020.01,2021-05-23,JPY
11045,Purchase,8555.51,2023-11-04,JPY
11046,Payment,106.51,2021-01-05,EUR
11047,Refund,566.93,2023-11-16,USD
11048,Purchase,4317.9,2022-04-03,GBP
11049,Payment,2505.65,2023-10-14,AUD
11050,Purchase,1714.33,2023-12-31,EUR
11051,Payment,6719.74,2022-10-28,EUR
11052,Purchase,7198.09,2021-01-07,JPY
11053,Sale,9673.82,2019-11-27,JPY
11054,Sale,936.2,2020-04-18,AUD
11055,Purchase,7277.61,2024-05-01,AUD
11056,Purchase,7881.91,2020-07-13,USD
11057,Purchase,8045.35,2021-07-17,USD
11058,Refund,2034.47,2021-08-11,USD
11059,Purchase,9521.47,2021-05-18,GBP
11060,Sale,85.01,2023-11-09,EUR
11061,Sale,4686.84,2020-03-01,JPY
11062,Refund,3782.01,2022-04-05,EUR
11063,Sale,4764.38,2021-09-18,USD
11064,Payment,3901.31,2023-07-16,USD
11065,Payment,1789.47,2022-02-24,EUR
11066,Sale,6285.09,2020-05-25,AUD
11067,Purchase,4311.64,2023-10-19,EUR
11068,Sale,7044.2,2020-09-28,AUD
11069,Payment,9066.08,2024-02-15,AUD
11070,Refund,268.92,2023-12-31,EUR
11071,Purchase,1355.33,2022-01-01,JPY
11072,Sale,5626.95,2021-08-31,JPY
11073,Sale,8936.75,2023-06-28,AUD
11074,Payment,8385.88,2023-08-20,USD
11075,Purchase,372.5,2024-06-28,GBP
11076,Purchase,2604.53,2023-01-09,USD
11077,Purchase,2536.68,2021-08-22,JPY
11078,Refund,7908.96,2020-08-01,EUR
11079,Purchase,9953.26,2020-11-06,USD
11080,Purchase,1174.64,2021-12-02,USD
11081,Payment,319.42,2023-11-27,JPY
11082,Refund,7431.84,2024-05-30,GBP
11083,Payment,8386.16,2022-03-25,EUR
11084,Refund,6846.82,2019-08-03,GBP
11085,Sale,8651.59,2021-09-11,USD
11086,Payment,8580.14,2024-02-25,USD
11087,Payment,4189.8,2022-09-24,EUR
11088,Refund,8353.31,2022-12-27,AUD
11089,Sale,7615.63,2023-10-14,EUR
11090,Refund,7934.16,2019-11-18,USD
11091,Refund,526.67,2023-02-02,USD
11092,Sale,2621.29,2023-01-30,EUR
11093,Sale,596.66,2024-03-25,EUR
11094,Refund,7266.82,2020-06-22,USD
11095,Sale,4830.85,2022-05-14,EUR
11096,Payment,2603.26,2020-07-14,JPY
11097,Purchase,1050.51,2023-07-04,GBP
11098,Refund,6932.89,2022-05-21,EUR
11099,Purchase,1814.49,2020-02-25,EUR
11100,Refund,7763.41,2024-06-08,JPY
11101,Purchase,3587.08,2023-02-26,JPY
11102,Refund,8203.61,2020-02-03,AUD
11103,Purchase,9046.58,2021-06-20,GBP
11104,Sale,1512.22,2021-01-12,AUD
11105,Refund,4540.74,2023-06-20,AUD
11106,Purchase,9106.25,2023-09-27,AUD
11107,Payment,1169.05,2021-06-20,USD
11108,Refund,5979.96,2020-02-28,JPY
11109,Payment,2358.78,2022-01-20,JPY
11110,Sale,3780.87,2021-11-13,GBP
11111,Sale,6319.74,2022-12-22,EUR
11112,Purchase,3104.8,2022-02-28,USD
11113,Purchase,2904.57,2023-05-02,AUD
11114,Purchase,3380.06,2020-02-10,EUR
11115,Refund,1648.51,2021-02-12,USD
11116,Purchase,272.11,2022-06-01,USD
11117,Sale,7790.51,2023-07-01,AUD
11118,Payment,9673.27,2020-01-15,USD
11119,Purchase,8222.93,2022-09-05,GBP
11120,Payment,4921.56,2022-10-29,USD
11121,Refund,4403.14,2023-02-13,JPY
11122,Refund,3514.22,2023-12-25,USD
11123,Sale,3885.36,2019-12-04,EUR
11124,Refund,6465.16,2021-07-27,EUR
11125,Refund,2552.23,2021-05-26,AUD
11126,Refund,2693.3,2021-04-07,JPY
11127,Payment,2779.85,2019-12-20,GBP
11128,Purchase,4867.92,2020-01-17,JPY
11129,Purchase,8245.29,2019-11-20,JPY
11130,Payment,1486.9,2022-12-22,AUD
11131,Payment,5743.79,2023-02-25,AUD
11132,Refund,3092.69,2020-09-03,JPY
11133,Payment,4436.47,2020-03-21,AUD
11134,Purchase,5063.71,2021-09-03,JPY
11135,Sale,2702.14,2021-11-08,USD
11136,Purchase,1425.34,2022-10-22,USD
11137,Payment,1188.48,2021-07-04,GBP
11138,Sale,3352.4,2023-02-27,JPY
11139,Payment,8875.25,2023-12-07,GBP
11140,Payment,8590.34,2024-07-12,JPY
11141,Payment,3066.5,2024-04-27,GBP
11142,Sale,5761.49,2023-06-24,AUD
11143,Payment,9525.28,2019-09-14,USD
11144,Refund,3892.59,2021-04-29,GBP
11145,Purchase,9060.82,2023-09-26,JPY
11146,Refund,2270.51,2024-02-13,GBP
11147,Refund,5444.8,2023-05-26,USD
11148,Payment,825.64,2020-04-20,EUR
11149,Payment,2884.1,2023-08-26,AUD
11150,Sale,4964.93,2021-12-08,AUD
11151,Purchase,2205.04,2022-09-02,AUD
11152,Refund,2227.46,2021-04-25,JPY
11153,Payment,6114.12,2021-08-08,USD
11154,Sale,926.74,2020-01-29,JPY
11155,Sale,5042.86,2019-09-05,USD
11156,Sale,2806.21,2022-06-26,EUR
