id,type,amount,date,currency
10890,Payment,9906.15,2024-05-24,EUR
10891,Refund,6990.36,2021-01-26,USD
10892,Payment,6600.02,2023-08-07,AUD
10893,Payment,3189.95,2023-02-07,JPY
10894,Sale,5088.21,2023-03-28,AUD
10895,Purchase,4684.48,2024-03-07,JPY
10896,Sale,5237.13,2020-10-03,USD
10897,Purchase,5466.45,2020-11-25,EUR
10898,Refund,4185.69,2023-04-01,USD
10899,Sale,3631.58,2020-02-26,GBP
10900,Refund,1080.04,2023-05-21,USD
10901,Refund,830.81,2023-02-01,USD
10902,Payment,1315.42,2021-01-17,USD
10903,Purchase,9636.35,2020-02-14,EUR
10904,Payment,518.71,2020-09-24,USD
10905,Purchase,904.16,2021-12-13,EUR
10906,Payment,142.53,2021-06-03,USD
10907,Refund,8653.56,2021-05-18,EUR
10908,Purchase,9037.59,2020-03-06,USD
10909,Refund,3629.85,2019-10-09,EUR
10910,Refund,9511.96,2019-08-17,EUR
10911,Payment,7273.74,2024-04-11,GBP
10912,Payment,7122.51,2020-07-22,USD
10913,Payment,5210.64,2024-02-04,JPY
10914,Purchase,3295.1,2021-11-04,EUR
10915,Purchase,772.46,2022-03-25,GBP
10916,Refund,3417.71,2024-02-27,GBP
10917,Purchase,895.81,2020-06-14,JPY
10918,Refund,2420.93,2020-04-10,GBP
10919,Payment,6150.37,2021-12-17,GBP
10920,Refund,6169.3,2020-09-12,AUD
10921,Purchase,9790.38,2024-07-30,EUR
10922,Sale,8396.41,2020-08-25,AUD
10923,Purchase,3706.11,2020-01-09,USD
10924,Sale,9700.77,2020-03-26,USD
10925,Refund,5333.29,2022-04-07,AUD
10926,Payment,1654.64,2022-11-03,EUR
10927,Sale,6237.12,2022-10-29,GBP
10928,Refund,8566.51,2020-02-11,EUR
10929,Refund,1210.65,2022-07-30,AUD
10930,Purchase,9852.67,2021-06-11,AUD
10931,Payment,289.41,2023-02-26,AUD
10932,Refund,5424.48,2020-10-06,GBP
10933,Refund,2885.97,2020-03-13,GBP
10934,Payment,1652.94,2020-01-27,JPY
10935,Purchase,8955.08,2020-01-20,AUD
10936,Payment,8117.68,2023-02-17,EUR
10937,Payment,7406.96,2023-12-09,USD
10938,Purchase,3343.08,2023-06-02,GBP
10939,Purchase,6953.93,2023-11-20,AUD
10940,Sale,4344.71,2021-06-12,AUD
10941,Payment,9220.98,2024-04-23,JPY
10942,Purchase,9876.89,2021-02-13,USD
10943,Purchase,2300.26,2024-07-31,JPY
10944,Payment,4026.26,2019-11-15,EUR
10945,Sale,7899.25,2019-08-18,AUD
10946,Sale,1182.2,2021-01-25,USD
10947,Payment,2910.73,2024-07-22,USD
10948,Refund,1920.59,2020-09-18,JPY
10949,Purchase,7990.02,2020-06-02,USD
10950,Refund,6437.39,2023-08-24,USD
10951,Sale,5426.28,2020-05-02,EUR
10952,Purchase,9014.49,2022-02-08,EUR
10953,Purchase,2840.63,2020-04-24,JPY
10954,Payment,3957.49,2024-07-16,EUR
10955,Sale,1820.9,2020-08-23,EUR
10956,Sale,1705.28,2021-06-07,EUR
10957,Sale,5244.85,2020-12-22,USD
10958,Payment,2640.16,2023-09-25,USD
10959,Sale,2241.67,2020-04-16,GBP
10960,Refund,4126.86,2022-11-11,EUR
10961,Sale,5581.28,2023-05-21,EUR
10962,Payment,749.58,2022-12-08,AUD
10963,Payment,2156.55,2022-01-04,GBP
10964,Refund,7468.95,2022-03-31,EUR
10965,Payment,29.15,2021-04-25,USD
10966,Sale,1138.49,2022-12-25,AUD
10967,Sale,3291.73,2024-05-21,AUD
10968,Refund,6562.36,2023-05-07,GBP
10969,Payment,4784.03,2021-06-25,USD
10970,Refund,2585.99,2021-07-29,JPY
10971,Purchase,6910.87,2022-12-24,JPY
10972,Purchase,8852.63,2024-07-15,USD
10973,Payment,5561.1,2023-11-03,GBP
10974,Purchase,3433.77,2020-10-26,GBP
10975,Refund,9920.92,2022-12-08,JPY
10976,Sale,2306.61,2023-02-14,JPY
10977,Refund,2615.91,2022-02-12,AUD
10978,Sale,7579.67,2020-06-07,GBP
10979,Purchase,7308.46,2024-06-14,GBP
10980,Purchase,9309.36,2020-08-17,JPY
10981,Sale,6649.83,2021-02-16,GBP
10982,Refund,8466.15,2022-06-28,EUR
10983,Refund,4100.68,2023-06-10,AUD
10984,Refund,7333.11,2023-07-13,USD
10985,Sale,529.21,2024-03-28,JPY
10986,Payment,9433.36,2021-02-15,AUD
10987,Refund,436.53,2021-05-31,USD
10988,Refund,9045.02,2021-01-09,GBP
10989,Payment,7644.87,2024-05-09,JPY
10990,Refund,1422.62,2024-04-09,AUD
10991,Refund,875.1,2022-03-13,USD
10992,Payment,1435.54,2020-11-01,AUD
10993,Refund,8019.84,2021-01-22,AUD
10994,Refund,8449.97,2023-08-31,JPY
10995,Payment,3498.2,2022-01-03,JPY
10996,Sale,5634.86,2020-10-27,USD
10997,Sale,3939.56,2022-04-02,AUD
10998,Payment,1860.24,2020-09-13,GBP
10999,Sale,41.63,2019-10-19,AUD
11000,Purchase,542.46,2020-05-25,EUR
11001,Payment,960.28,2020-01-11,USD
11002,Sale,4948.68,2023-10-17,AUD
11003,Refund,9487.36,2020-12-03,JPY
11004,Sale,7919.5,2024-02-18,JPY
11005,Refund,6509.58,2020-06-07,GBP
11006,Purchase,1372.78,2019-09-27,EUR
11007,Sale,5220.04,2021-05-24,AUD
11008,Sale,9126.03,2023-11-07,AUD
11009,Payment,6913.99,2023-03-06,AUD
11010,Purchase,6705.98,2021-09-26,JPY
11011,Refund,8080.0,2020-02-15,AUD
11012,Refund,3369.02,2022-08-20,GBP
11013,Purchase,100.03,2023-01-11,EUR
11014,Sale,5668.4,2021-09-02,USD
11015,Refund,3359.81,2020-05-01,EUR
11016,Refund,4892.93,2021-11-21,GBP
11017,Payment,2096.51,2021-12-27,AUD
11018,Sale,7734.7,2020-05-06,USD
11019,Refund,8019.47,2023-11-07,GBP
11020,Purchase,5183.03,2020-08-05,USD
11021,Payment,1213.77,2023-10-31,JPY
11022,Sale,8512.5,2024-02-14,AUD
11023,Purchase,2760.85,2022-07-13,USD
11024,Payment,3552.11,2021-09-29,JPY
11025,Purchase,706.67,2024-07-02,GBP
11026,Purchase,2606.72,2021-04-08,AUD
11027,Purchase,7161.72,2019-09-11,AUD
11028,Payment,3631.22,2023-10-09,GBP
11029,Purchase,1461.63,2022-04-12,EUR
11030,Sale,2703.11,2023-01-30,GBP
11031,Payment,4926.91,2023-02-19,AUD
11032,Payment,153.33,2022-01-27,USD
11033,Purchase,6753.43,2023-08-02,USD
11034,Sale,7796.61,2021-03-22,EUR
11035,Purchase,5571.77,2024-01-11,USD
11036,Purchase,3780.51,2020-03-17,USD
11037,Refund,2541.87,2022-10-08,GBP
11038,Purchase,1011.18,2024-05-28,AUD
11039,Refund,348.26,2020-12-30,USD
11040,Purchase,1552.74,2020-10-16,JPY
11041,Payment,8252.47,2020-08-02,AUD
11042,Sale,1273.27,2021-11-29,GBP
11043,Refund,4507.19,2024-05-25,USD
11044,Payment,8397.37,2022-06-04,JPY
11045,Refund,1292.29,2021-09-16,JPY
11046,Refund,7708.25,2020-02-09,GBP
11047,Purchase,3647.32,2021-06-09,GBP
11048,Sale,1315.81,2020-10-18,AUD
11049,Payment,7008.58,2024-03-09,EUR
11050,Refund,6751.64,2020-08-30,AUD
11051,Refund,759.35,2020-04-19,EUR
11052,Payment,6230.55,2022-04-30,EUR
11053,Refund,5136.07,2023-07-18,EUR
11054,Payment,2548.51,2022-10-27,USD
11055,Refund,3753.88,2022-09-26,USD
11056,Purchase,1037.84,2021-12-08,GBP
11057,Refund,8551.85,2022-06-18,EUR
11058,Refund,5917.5,2021-01-22,USD
11059,Sale,6288.75,2023-07-02,EUR
11060,Purchase,5666.87,2020-10-18,EUR
11061,Payment,465.77,2020-05-23,JPY
11062,Sale,1792.96,2023-11-05,GBP
11063,Payment,2367.36,2020-12-10,AUD
11064,Refund,9483.61,2020-12-20,AUD
11065,Refund,2618.6,2020-03-14,AUD
11066,Refund,594.47,2022-12-07,JPY
11067,Sale,6078.84,2023-11-13,JPY
11068,Sale,5486.83,2024-01-29,AUD
11069,Refund,4122.2,2024-01-29,USD
11070,Sale,5502.29,2022-05-04,EUR
11071,Purchase,3984.02,2021-03-28,AUD
11072,Refund,958.49,2020-04-03,GBP
11073,Sale,7972.39,2020-11-30,AUD
11074,Purchase,2452.58,2024-03-27,GBP
11075,Payment,7654.07,2020-07-09,EUR
11076,Refund,6784.48,2021-06-04,AUD
11077,Payment,4387.68,2023-11-19,USD
11078,Refund,8665.58,2024-01-24,AUD
11079,Payment,6599.04,2022-06-13,EUR
11080,Purchase,2755.85,2023-10-18,GBP
11081,Purchase,6236.67,2020-08-03,GBP
11082,Sale,6773.69,2021-11-14,EUR
11083,Purchase,9200.49,2019-08-07,EUR
11084,Sale,2072.56,2023-12-13,EUR
11085,Refund,9057.51,2022-12-13,GBP
11086,Refund,4853.76,2023-11-05,EUR
11087,Payment,4042.24,2021-12-12,GBP
11088,Payment,2820.82,2021-08-03,AUD
11089,Refund,9542.41,2022-04-26,GBP
11090,Payment,684.56,2023-11-13,AUD
11091,Payment,9168.78,2021-08-18,EUR
11092,Refund,4130.36,2023-07-13,AUD
11093,Purchase,3978.96,2021-01-13,USD
11094,Purchase,7074.34,2020-12-08,USD
11095,Refund,4194.81,2021-02-02,EUR
11096,Purchase,5157.22,2020-12-30,EUR
11097,Purchase,2291.93,2022-10-04,USD
11098,Sale,6934.36,2021-07-01,JPY
11099,Purchase,9729.4,2023-08-20,JPY
11100,Purchase,3992.33,2020-11-17,JPY
11101,Refund,677.24,2022-08-09,AUD
11102,Sale,5875.31,2022-11-09,AUD
11103,Refund,5179.31,2024-05-19,EUR
11104,Payment,3430.42,2020-03-25,GBP
11105,Purchase,7614.95,2020-12-17,EUR
11106,Sale,1227.6,2022-01-21,AUD
11107,Purchase,3585.22,2022-07-15,AUD
11108,Sale,7562.1,2021-01-08,EUR
11109,Sale,7184.69,2021-05-17,AUD
11110,Refund,8488.48,2024-05-15,EUR
11111,Sale,8283.74,2021-01-10,AUD
11112,Sale,4266.6,2020-04-03,AUD
11113,Payment,773.28,2021-07-03,USD
11114,Refund,1424.89,2021-09-26,JPY
11115,Payment,885.91,2021-01-05,GBP
11116,Purchase,8142.51,2021-04-20,USD
11117,Refund,1248.5,2020-12-23,AUD
11118,Purchase,1454.83,2021-02-21,USD
11119,Refund,5216.43,2023-06-04,JPY
11120,Refund,1806.31,2021-07-09,AUD
11121,Payment,3393.4,2024-07-31,USD
11122,Purchase,5355.98,2022-07-19,EUR
11123,Purchase,6488.56,2021-06-25,AUD
11124,Refund,7101.14,2024-01-22,AUD
11125,Refund,3205.72,2021-06-15,JPY
11126,Payment,111.02,2019-10-09,USD
11127,Purchase,7204.18,2023-05-07,GBP
11128,Refund,4278.71,2021-12-26,JPY
11129,Purchase,8187.78,2022-09-25,USD
11130,Refund,7572.13,2020-05-06,USD
11131,Payment,7681.55,2019-08-31,EUR
11132,Sale,4791.86,2022-04-30,AUD
11133,Payment,4042.47,2020-10-20,EUR
11134,Refund,7159.07,2022-03-10,JPY
11135,Refund,8088.02,2021-03-21,AUD
11136,Purchase,8625.03,2023-12-20,EUR
11137,Sale,2361.91,2020-01-25,JPY
11138,Refund,2710.51,2020-09-13,GBP
11139,Refund,2665.37,2022-10-11,AUD
11140,Payment,6593.64,2020-07-24,EUR
11141,Refund,9926.56,2023-07-12,JPY
11142,Refund,3964.96,2021-02-13,AUD
11143,Purchase,9047.44,2021-02-04,JPY
11144,Purchase,4565.87,2022-01-23,USD
11145,Payment,6569.2,2020-04-11,AUD
11146,Sale,1289.07,2019-12-21,USD
11147,Payment,4517.13,2023-01-09,USD
11148,Payment,5817.59,2023-03-25,AUD
11149,Refund,1288.3,2020-10-11,USD
11150,Refund,2634.74,2022-06-28,USD
11151,Payment,6511.39,2020-12-14,AUD
11152,Payment,7646.72,2021-12-11,AUD
11153,Refund,4623.33,2024-07-22,JPY
11154,Purchase,2853.99,2019-10-29,GBP
11155,Purchase,7157.77,2022-09-20,USD
11156,Purchase,6080.71,2023-10-07,USD
11157,Sale,5796.88,2023-08-09,JPY
11158,Purchase,2922.02,2024-05-31,USD
11159,Purchase,5779.2,2021-04-26,EUR
11160,Refund,1956.28,2021-10-15,GBP
11161,Refund,9807.76,2024-04-02,JPY
11162,Purchase,141.4,2022-04-25,JPY
11163,Payment,6509.24,2022-10-12,EUR
11164,Purchase,6143.62,2019-11-02,EUR
11165,Payment,3401.0,2022-05-07,JPY
11166,Purchase,1027.89,2022-10-28,AUD
11167,Sale,207.71,2022-12-08,JPY
11168,Payment,8408.49,2020-10-14,AUD
11169,Refund,6497.16,2022-11-02,JPY
11170,Payment,3945.01,2019-12-30,GBP
11171,Sale,9836.75,2023-09-17,GBP
11172,Purchase,6249.1,2020-02-19,GBP
11173,Purchase,9521.24,2019-12-08,AUD
11174,Refund,2753.98,2024-02-21,EUR
11175,Payment,3319.98,2019-10-30,EUR
11176,Purchase,2061.53,2021-12-16,USD
11177,Refund,367.42,2024-06-27,USD
11178,Payment,2300.29,2023-06-21,GBP
11179,Purchase,4343.59,2024-05-23,AUD
11180,Purchase,8721.48,2021-10-23,JPY
11181,Sale,654.38,2023-01-03,GBP
11182,Refund,9955.38,2022-07-14,USD
11183,Payment,3232.43,2022-02-19,USD
11184,Purchase,4468.73,2022-03-17,JPY
11185,Payment,4068.52,2024-03-12,JPY
11186,Refund,2595.13,2023-04-18,AUD
11187,Purchase,6500.51,2020-11-27,EUR
11188,Refund,3414.69,2023-02-21,JPY
11189,Purchase,8590.64,2022-12-20,USD
11190,Sale,5503.51,2022-04-15,EUR
11191,Sale,1051.14,2023-02-27,JPY
11192,Sale,357.25,2021-05-06,AUD
11193,Purchase,8133.05,2021-06-04,USD
11194,Refund,2932.44,2020-07-05,EUR
11195,Refund,2710.56,2023-05-02,GBP
11196,Refund,5903.75,2023-02-26,JPY
11197,Purchase,2127.18,2021-06-18,EUR
11198,Sale,2005.64,2022-05-01,EUR
11199,Payment,3470.39,2023-09-13,USD
11200,Refund,2485.15,2021-11-15,EUR
11201,Refund,7986.8,2020-06-21,JPY
11202,Payment,1020.06,2021-02-03,USD
11203,Sale,9387.07,2024-04-24,JPY
11204,Refund,8307.85,2020-03-08,EUR
11205,Payment,7431.87,2021-01-09,AUD
11206,Payment,1005.58,2021-10-08,JPY
11207,Refund,2282.88,2020-01-15,GBP
11208,Sale,7592.87,2023-11-08,AUD
11209,Purchase,4036.74,2024-04-26,GBP
11210,Payment,463.22,2023-11-18,AUD
11211,Sale,1311.98,2020-02-22,AUD
11212,Sale,2190.74,2023-03-23,AUD
11213,Payment,2495.32,2020-02-29,EUR
11214,Refund,1451.84,2021-06-22,GBP
11215,Payment,5844.37,2022-05-18,GBP
11216,Purchase,2155.82,2023-05-26,USD
11217,Purchase,4326.58,2024-05-15,EUR
11218,Payment,6910.95,2020-03-30,AUD
11219,Purchase,4243.15,2019-09-21,JPY
11220,Purchase,3846.68,2022-06-16,AUD
11221,Payment,5450.34,2023-08-21,JPY
11222,Sale,7964.22,2024-03-22,USD
11223,Sale,234.19,2020-11-12,JPY
11224,Sale,756.9,2021-01-10,EUR
11225,Payment,8961.71,2023-02-28,JPY
11226,Payment,3406.57,2020-01-09,USD
11227,Purchase,3156.77,2023-12-28,JPY
11228,Payment,4441.69,2021-11-18,JPY
11229,Sale,3387.84,2020-08-03,AUD
11230,Payment,7316.02,2024-07-24,GBP
11231,Refund,1770.1,2021-10-12,USD
11232,Sale,6902.57,2022-10-17,USD
11233,Sale,1565.66,2022-11-18,AUD
11234,Refund,2437.99,2022-06-16,JPY
11235,Purchase,7412.32,2024-05-02,JPY
11236,Payment,654.68,2020-01-07,USD
11237,Payment,3083.75,2023-05-11,GBP
11238,Sale,4388.1,2021-12-05,GBP
11239,Purchase,6470.0,2020-08-06,AUD
11240,Sale,8508.05,2020-12-05,AUD
11241,Purchase,9361.75,2023-06-25,EUR
11242,Purchase,2740.66,2023-05-14,JPY
11243,Sale,8830.5,2023-03-06,AUD
11244,Sale,3744.25,2021-07-20,GBP
11245,Sale,7395.12,2024-07-22,AUD
11246,Sale,4304.95,2020-10-04,EUR
11247,Payment,9796.86,2020-05-08,EUR
11248,Payment,5338.3,2021-10-28,EUR
11249,Refund,9360.23,2023-09-25,AUD
11250,Payment,6980.99,2020-03-23,GBP
11251,Payment,3024.22,2024-01-05,EUR
11252,Payment,6172.08,2022-03-25,EUR
11253,Payment,4384.69,2022-07-15,JPY
11254,Purchase,4119.99,2020-12-29,JPY
11255,Sale,1743.89,2022-06-04,GBP
11256,Purchase,2080.13,2021-01-11,JPY
11257,Purchase,389.74,2020-08-22,USD
11258,Payment,6014.2,2024-05-11,AUD
11259,Sale,4704.02,2022-11-19,EUR
11260,Payment,2565.6,2020-08-21,AUD
11261,Payment,4898.97,2023-10-10,JPY
11262,Sale,4854.31,2023-06-14,USD
11263,Refund,3754.69,2020-07-13,EUR
11264,Refund,594.47,2024-01-30,USD
11265,Refund,1085.72,2021-11-18,GBP
11266,Sale,1252.2,2024-07-07,JPY
11267,Payment,9229.16,2023-12-18,AUD
11268,Payment,2091.83,2022-10-16,EUR
11269,Refund,4492.4,2021-07-06,USD
11270,Refund,3613.01,2021-03-16,GBP
11271,Sale,5963.02,2024-05-28,JPY
11272,Sale,7764.36,2021-10-01,EUR
11273,Refund,4273.65,2023-03-08,EUR
11274,Purchase,7187.12,2021-04-03,GBP
11275,Refund,4073.47,2021-01-26,AUD
11276,Refund,3259.26,2022-11-09,JPY
11277,Purchase,4852.04,2020-01-10,JPY
11278,Payment,8683.65,2024-03-03,USD
11279,Refund,3513.18,2021-08-08,AUD
11280,Purchase,69.28,2020-10-20,JPY
11281,Refund,3614.57,2021-04-23,GBP
11282,Purchase,1118.33,2022-08-06,GBP
11283,Purchase,9358.21,2023-10-11,JPY
11284,Purchase,3020.48,2023-02-25,GBP
11285,Purchase,1702.17,2022-04-12,JPY
11286,Refund,6142.32,2023-11-27,JPY
11287,Sale,2536.41,2023-02-24,USD
11288,Payment,2200.89,2021-06-26,AUD
11289,Payment,7801.38,2023-01-12,EUR
11290,Purchase,4041.81,2022-08-13,USD
11291,Payment,4387.75,2020-03-19,AUD
11292,Purchase,5900.03,2021-06-28,JPY
11293,Sale,6590.83,2023-12-16,EUR
11294,Refund,1203.47,2020-04-14,USD
11295,Payment,4647.91,2021-08-13,USD
11296,Refund,4689.88,2021-09-19,GBP
11297,Purchase,8331.95,2023-08-08,USD
11298,Purchase,8713.68,2021-02-18,USD
11299,Payment,743.3,2020-10-27,JPY
11300,Purchase,7184.22,2024-04-14,USD
11301,Purchase,143.49,2021-10-20,USD
11302,Payment,4497.45,2022-12-06,EUR
11303,Refund,7963.92,2023-09-13,JPY
11304,Refund,4653.32,2019-12-15,AUD
11305,Payment,5341.95,2020-04-26,GBP
11306,Sale,9083.32,2021-04-01,USD
11307,Refund,288.1,2020-09-07,USD
11308,Refund,9591.78,2024-07-13,AUD
11309,Refund,4636.09,2019-10-11,JPY
11310,Payment,1164.25,2019-10-04,AUD
11311,Purchase,4709.35,2024-02-08,EUR
11312,Purchase,3466.82,2021-09-08,GBP
11313,Sale,4964.4,2020-11-09,AUD
11314,Purchase,2517.48,2024-06-06,GBP
11315,Refund,8506.69,2024-03-26,EUR
11316,Refund,974.13,2021-12-04,GBP
11317,Purchase,2133.4,2021-01-17,JPY
11318,Purchase,3262.38,2020-03-12,EUR
11319,Purchase,719.39,2023-01-29,USD
11320,Purchase,9522.05,2022-01-19,GBP
11321,Payment,1311.0,2022-12-30,AUD
11322,Purchase,1105.7,2020-12-22,GBP
11323,Purchase,5008.54,2024-02-25,AUD
11324,Payment,7034.49,2019-08-29,USD
11325,Purchase,9188.3,2020-08-27,GBP
11326,Refund,3736.65,2023-07-15,USD
11327,Refund,4761.6,2023-08-09,JPY
11328,Purchase,7127.54,2019-12-26,AUD
11329,Purchase,6629.59,2022-03-08,AUD
11330,Payment,3619.81,2021-05-25,GBP
11331,Purchase,5911.24,2020-08-29,AUD
11332,Purchase,9897.27,2020-06-03,GBP
11333,Sale,1626.42,2020-01-09,EUR
11334,Payment,8842.08,2022-03-21,EUR
11335,Refund,9125.58,2023-03-26,GBP
11336,Payment,6062.33,2021-06-24,JPY
11337,Sale,9798.21,2020-08-14,GBP
11338,Purchase,8487.55,2022-03-21,EUR
11339,Sale,1530.46,2020-10-05,USD
11340,Purchase,5817.39,2022-07-24,EUR
11341,Payment,8799.53,2021-02-11,GBP
11342,Refund,7808.24,2021-02-09,USD
11343,Sale,8691.02,2021-11-01,GBP
11344,Payment,8310.64,2022-03-16,USD
11345,Refund,5318.53,2021-02-11,EUR
11346,Refund,4580.81,2022-04-08,USD
11347,Sale,2539.36,2024-02-26,AUD
11348,Payment,439.15,2023-03-03,AUD
11349,Payment,3079.24,2021-05-05,USD
11350,Payment,9419.58,2021-06-17,GBP
11351,Sale,3027.82,2019-09-29,EUR
11352,Purchase,5551.66,2023-01-06,AUD
11353,Refund,5099.09,2022-01-15,EUR
11354,Payment,2575.18,2020-12-11,JPY
11355,Purchase,6856.04,2020-09-19,USD
11356,Sale,430.17,2022-08-16,AUD
11357,Sale,4036.44,2021-06-09,EUR
11358,Payment,2140.72,2020-11-27,USD
11359,Sale,585.15,2021-07-17,EUR
11360,Refund,5381.4,2019-09-12,AUD
11361,Sale,8795.22,2022-07-19,EUR
11362,Payment,3339.35,2024-05-27,EUR
11363,Sale,4709.94,2021-02-01,AUD
11364,Purchase,7507.65,2022-10-19,GBP
11365,Payment,9141.99,2021-10-20,GBP
11366,Payment,4162.04,2023-07-28,EUR
11367,Payment,4862.03,2022-02-06,USD
11368,Payment,6617.95,2022-08-07,EUR
11369,Payment,8385.41,2024-03-27,AUD
11370,Sale,8844.31,2024-02-02,EUR
11371,Purchase,5814.57,2022-08-20,AUD
11372,Refund,4131.04,2021-10-15,GBP
11373,Payment,9581.06,2023-02-22,USD
11374,Sale,2354.84,2023-04-14,GBP
11375,Purchase,6597.31,2021-02-09,JPY
11376,Sale,7916.51,2023-04-30,JPY
11377,Refund,6381.17,2021-06-29,USD
11378,Sale,5276.01,2022-07-16,EUR
11379,Payment,7069.26,2023-11-04,USD
11380,Payment,6178.4,2023-10-18,USD
11381,Sale,7440.22,2021-07-13,USD
11382,Refund,1374.63,2024-03-20,GBP
11383,Payment,6826.3,2022-09-11,EUR
11384,Purchase,1015.77,2021-05-12,GBP
11385,Refund,891.86,2021-03-12,EUR
11386,Refund,2392.67,2021-10-11,GBP
11387,Purchase,5730.08,2022-09-03,EUR
11388,Refund,6775.43,2021-03-12,USD
11389,Sale,8464.84,2023-02-06,USD
11390,Purchase,9028.73,2020-12-30,GBP
11391,Payment,6457.48,2020-02-19,JPY
11392,Purchase,8090.01,2020-08-20,GBP
11393,Purchase,7471.04,2020-10-23,JPY
11394,Purchase,7342.47,2021-09-04,EUR
11395,Payment,700.06,2022-08-20,USD
11396,Purchase,909.55,2021-03-22,EUR
11397,Payment,1379.36,2021-03-16,GBP
11398,Sale,1341.34,2020-03-19,USD
11399,Refund,1843.08,2020-06-14,EUR
11400,Payment,3961.12,2021-05-30,AUD
11401,Sale,4902.24,2024-05-25,USD
11402,Purchase,4465.4,2021-04-13,EUR
11403,Payment,3373.95,2023-03-30,EUR
11404,Refund,7490.6,2021-10-27,AUD
11405,Sale,5523.93,2019-10-12,AUD
11406,Payment,7720.05,2023-10-01,EUR
11407,Sale,3597.78,2022-10-30,EUR
11408,Purchase,6980.98,2022-03-22,GBP
11409,Payment,1570.0,2023-12-31,EUR
11410,Purchase,4352.35,2023-08-01,EUR
11411,Refund,299.08,2021-02-15,AUD
11412,Payment,2822.16,2020-05-01,USD
11413,Purchase,716.44,2021-05-01,GBP
11414,Payment,765.92,2024-04-09,AUD
11415,Refund,5321.7,2022-05-13,AUD
11416,Payment,1382.15,2020-09-26,USD
11417,Refund,3189.64,2023-07-02,USD
11418,Purchase,2395.61,2021-03-20,USD
11419,Purchase,3412.93,2021-10-28,EUR
11420,Purchase,5361.76,2020-09-30,USD
11421,Purchase,532.91,2023-07-14,GBP
11422,Payment,6502.56,2021-08-16,EUR
11423,Refund,3330.06,2021-07-06,JPY
11424,Payment,422.83,2023-05-29,USD
11425,Sale,2889.5,2023-06-08,AUD
11426,Sale,707.75,2019-11-03,USD
11427,Payment,7685.61,2019-11-09,GBP
11428,Refund,2359.17,2020-01-24,USD
11429,Sale,7552.28,2020-08-02,AUD
11430,Payment,8636.68,2020-10-30,EUR
11431,Payment,3042.73,2020-08-28,USD
11432,Payment,6767.06,2019-12-04,EUR
11433,Payment,2187.48,2024-08-05,GBP
11434,Sale,4197.75,2023-01-06,EUR
11435,Sale,3310.6,2020-09-05,EUR
11436,Refund,6357.08,2023-09-08,JPY
11437,Refund,2768.99,2020-11-24,AUD
11438,Purchase,3769.25,2021-12-15,EUR
11439,Purchase,2489.77,2022-11-28,JPY
11440,Payment,5781.66,2022-06-29,JPY
11441,Purchase,4157.6,2023-02-10,JPY
11442,Refund,9821.19,2023-12-05,JPY
11443,Sale,743.99,2023-03-19,EUR
11444,Payment,320.82,2022-12-06,JPY
11445,Payment,9235.64,2023-01-18,JPY
11446,Refund,9526.86,2019-08-21,USD
11447,Sale,6105.43,2021-11-04,JPY
11448,Sale,1047.58,2021-11-13,USD
11449,Purchase,5488.55,2023-05-08,AUD
11450,Refund,7970.55,2019-11-21,JPY
11451,Purchase,5588.37,2020-05-28,EUR
11452,Purchase,778.29,2022-12-28,EUR
11453,Refund,6598.72,2024-07-26,EUR
11454,Refund,6472.67,2024-03-09,AUD
11455,Purchase,1294.8,2021-01-22,JPY
11456,Sale,7132.31,2019-08-27,GBP
11457,Purchase,8381.57,2020-10-22,AUD
11458,Refund,5774.48,2021-11-30,AUD
11459,Sale,2210.84,2021-12-29,USD
11460,Payment,5170.41,2021-05-23,EUR
11461,Refund,9818.5,2020-01-16,GBP
11462,Purchase,3901.28,2020-06-04,USD
11463,Payment,6905.0,2022-12-13,JPY
11464,Payment,9004.37,2021-02-03,USD
11465,Payment,9608.0,2023-04-24,USD
11466,Sale,2737.17,2019-11-01,USD
11467,Refund,4382.69,2022-09-24,USD
11468,Purchase,4891.27,2023-11-01,AUD
11469,Refund,1397.08,2019-10-26,GBP
11470,Payment,8765.51,2021-04-06,EUR
11471,Refund,5447.59,2021-01-03,EUR
11472,Sale,4981.03,2024-06-07,AUD
11473,Purchase,2927.56,2020-03-04,JPY
11474,Refund,5689.88,2021-10-20,GBP
11475,Sale,1673.86,2019-12-19,EUR
11476,Refund,3821.53,2024-01-31,EUR
11477,Purchase,4787.61,2023-04-08,USD
11478,Sale,3386.33,2022-07-04,EUR
11479,Sale,5339.22,2022-12-01,GBP
11480,Refund,8801.87,2023-04-05,USD
11481,Purchase,6571.07,2019-09-09,AUD
11482,Sale,6072.93,2023-03-09,EUR
11483,Refund,6713.46,2022-08-14,JPY
11484,Purchase,4917.51,2020-11-27,GBP
11485,Sale,2003.52,2022-10-06,JPY
11486,Purchase,7528.66,2021-09-08,GBP
11487,Refund,9851.71,2019-09-08,EUR
11488,Sale,997.84,2023-10-02,AUD
11489,Purchase,8072.9,2020-10-01,GBP
11490,Payment,1946.14,2022-12-10,AUD
11491,Refund,8025.45,2020-02-22,USD
11492,Payment,404.66,2021-09-17,USD
11493,Refund,1862.18,2021-11-07,USD
11494,Sale,5182.52,2023-04-01,USD
11495,Payment,9883.81,2020-08-04,JPY
11496,Refund,5994.72,2023-08-17,GBP
11497,Sale,2265.45,2020-04-04,JPY
11498,Purchase,9255.13,2023-03-23,USD
